payer,plan,line_of_business,state,surgery,cpt,status,authority,policy_url,policy_title,effective_date,key_criterion,note
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Lumbar microdiscectomy / decompression,63030,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS Michigan,Blue Cross Complete of Michigan,Medicaid,Michigan,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (state Medicaid doc),Michigan Medicaid,https://www.mdch.state.mi.us/dch-medicaid/manuals/MedicaidProviderManual.pdf,MDHHS Michigan Medicaid Provider Manual (Practitioner and General Information for Providers chapters),"July 1, 2026","In order for Medicaid to reimburse the provider in this situation, MDHHS requires that the provider obtain authorization for these services before the service is rendered.",Single consolidated manual PDF; PA rules sit in General Information/Practitioner chapters. No orthopedic-specific FFS criteria located in fetched portions; most beneficiaries are in Medicaid Health Plans applying their own UM criteria (InterQual/MCG)
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Total knee arthroplasty (TKA),27447,VERIFIED (state Medicaid doc),North Carolina Medicaid,https://medicaid.ncdhhs.gov/providers/programs-and-services/prior-approval-and-due-process,NC Medicaid Prior Approval and Due Process (Clinical Coverage Policies),,,verified sweep 1; CCPs are per-procedure
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Total hip arthroplasty (THA),27130,VERIFIED (state Medicaid doc),North Carolina Medicaid,https://medicaid.ncdhhs.gov/providers/programs-and-services/prior-approval-and-due-process,NC Medicaid Prior Approval and Due Process (Clinical Coverage Policies),,,verified sweep 1; CCPs are per-procedure
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Arthroscopic rotator cuff repair,29827,VERIFIED (state Medicaid doc),North Carolina Medicaid,https://medicaid.ncdhhs.gov/providers/programs-and-services/prior-approval-and-due-process,NC Medicaid Prior Approval and Due Process (Clinical Coverage Policies),,,verified sweep 1; CCPs are per-procedure
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Total shoulder arthroplasty,23472,VERIFIED (state Medicaid doc),North Carolina Medicaid,https://medicaid.ncdhhs.gov/providers/programs-and-services/prior-approval-and-due-process,NC Medicaid Prior Approval and Due Process (Clinical Coverage Policies),,,verified sweep 1; CCPs are per-procedure
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,ACL reconstruction,29888,VERIFIED (state Medicaid doc),North Carolina Medicaid,https://medicaid.ncdhhs.gov/providers/programs-and-services/prior-approval-and-due-process,NC Medicaid Prior Approval and Due Process (Clinical Coverage Policies),,,verified sweep 1; CCPs are per-procedure
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Lumbar fusion,22612,VERIFIED (procedure criteria),North Carolina Medicaid,https://medicaid.ncdhhs.gov/1a-30-spinal-surgeries/download?attachment,"NC Medicaid Clinical Coverage Policy No. 1A-30, Spinal Surgeries","July 15, 2024",Failure of a six (6) consecutive weeks' trial of conservative medical management (unless imaging indicates the need for urgent intervention),Procedure-specific state clinical coverage policy; prior approval required for all non-emergent spinal surgeries; Attachment A lists CPT 22612 among covered fusion codes. PHPs/Tailored Plans must follow state CCPs.
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Cervical fusion / ACDF,22551,VERIFIED (procedure criteria),North Carolina Medicaid,https://medicaid.ncdhhs.gov/1a-30-spinal-surgeries/download?attachment,"NC Medicaid Clinical Coverage Policy No. 1A-30, Spinal Surgeries","July 15, 2024",Failure of a six (6) consecutive weeks' trial of conservative medical management (unless imaging indicates the need for urgent intervention),Same policy; covers anterior cervical fusion (incl. 22551). Prior approval required except emergent indications in Section 5.1.
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Total ankle arthroplasty,27702,VERIFIED (state Medicaid doc),North Carolina Medicaid,https://medicaid.ncdhhs.gov/providers/programs-and-services/prior-approval-and-due-process,NC Medicaid Prior Approval and Due Process (Clinical Coverage Policies),,,verified sweep 1; CCPs are per-procedure
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Bunionectomy / hallux valgus,28296,VERIFIED (state Medicaid doc),North Carolina Medicaid,https://medicaid.ncdhhs.gov/providers/programs-and-services/prior-approval-and-due-process,NC Medicaid Prior Approval and Due Process (Clinical Coverage Policies),,,verified sweep 1; CCPs are per-procedure
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Hip arthroscopy,29914-29916,VERIFIED (state Medicaid doc),North Carolina Medicaid,https://medicaid.ncdhhs.gov/providers/programs-and-services/prior-approval-and-due-process,NC Medicaid Prior Approval and Due Process (Clinical Coverage Policies),,,verified sweep 1; CCPs are per-procedure
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Lumbar microdiscectomy / decompression,63030,VERIFIED (procedure criteria),North Carolina Medicaid,https://medicaid.ncdhhs.gov/1a-30-spinal-surgeries/download?attachment,"NC Medicaid Clinical Coverage Policy No. 1A-30, Spinal Surgeries","July 15, 2024",Failure of a six (6) consecutive weeks' trial of conservative medical management (unless imaging indicates the need for urgent intervention),Same policy; decompression codes incl. 63030 covered. No NC CCP found for joint arthroplasty/arthroscopy CPTs; those fall under general PA and PHP UM.
BCBS North Carolina,Healthy Blue NC,Medicaid,North Carolina,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (state Medicaid doc),North Carolina Medicaid,https://medicaid.ncdhhs.gov/providers/programs-and-services/prior-approval-and-due-process,NC Medicaid Prior Approval and Due Process (Clinical Coverage Policies),,,verified sweep 1; CCPs are per-procedure
Blue Shield of California,Blue Shield Promise (Medi-Cal),Medicaid,California,Total knee arthroplasty (TKA),27447,VERIFIED (state Medicaid doc),California Medicaid,https://www.dhcs.ca.gov/formsandpubs/publications/Documents/Medi-Cal_PDFs/Manual_of_Criteria.pdf,Manual of Criteria for Medi-Cal Authorization,"August 5, 2004 (last rev. April 15, 2004)","Fresh fractures of the femoral neck in the older age group, senile, or patients otherwise judged not appropriate for internal fixation","Section 5.1.3 MUSCULOSKELETAL contains TAR medical-necessity criteria for Hip Arthroplasty (quote above is a hip arthroplasty indication), Lumbar Disc Surgery, Meniscectomy, and Recurrent Shoulder Dislocation Surgery. Old (2004) but still the DHCS-po"
Blue Shield of California,Blue Shield Promise (Medi-Cal),Medicaid,California,Total hip arthroplasty (THA),27130,VERIFIED (state Medicaid doc),California Medicaid,https://www.dhcs.ca.gov/formsandpubs/publications/Documents/Medi-Cal_PDFs/Manual_of_Criteria.pdf,Manual of Criteria for Medi-Cal Authorization,"August 5, 2004 (last rev. April 15, 2004)","Fresh fractures of the femoral neck in the older age group, senile, or patients otherwise judged not appropriate for internal fixation","Section 5.1.3 MUSCULOSKELETAL contains TAR medical-necessity criteria for Hip Arthroplasty (quote above is a hip arthroplasty indication), Lumbar Disc Surgery, Meniscectomy, and Recurrent Shoulder Dislocation Surgery. Old (2004) but still the DHCS-po"
Blue Shield of California,Blue Shield Promise (Medi-Cal),Medicaid,California,Arthroscopic rotator cuff repair,29827,VERIFIED (state Medicaid doc),California Medicaid,https://www.dhcs.ca.gov/formsandpubs/publications/Documents/Medi-Cal_PDFs/Manual_of_Criteria.pdf,Manual of Criteria for Medi-Cal Authorization,"August 5, 2004 (last rev. April 15, 2004)","Fresh fractures of the femoral neck in the older age group, senile, or patients otherwise judged not appropriate for internal fixation","Section 5.1.3 MUSCULOSKELETAL contains TAR medical-necessity criteria for Hip Arthroplasty (quote above is a hip arthroplasty indication), Lumbar Disc Surgery, Meniscectomy, and Recurrent Shoulder Dislocation Surgery. Old (2004) but still the DHCS-po"
Blue Shield of California,Blue Shield Promise (Medi-Cal),Medicaid,California,Total shoulder arthroplasty,23472,VERIFIED (state Medicaid doc),California Medicaid,https://www.dhcs.ca.gov/formsandpubs/publications/Documents/Medi-Cal_PDFs/Manual_of_Criteria.pdf,Manual of Criteria for Medi-Cal Authorization,"August 5, 2004 (last rev. April 15, 2004)","Fresh fractures of the femoral neck in the older age group, senile, or patients otherwise judged not appropriate for internal fixation","Section 5.1.3 MUSCULOSKELETAL contains TAR medical-necessity criteria for Hip Arthroplasty (quote above is a hip arthroplasty indication), Lumbar Disc Surgery, Meniscectomy, and Recurrent Shoulder Dislocation Surgery. Old (2004) but still the DHCS-po"
Blue Shield of California,Blue Shield Promise (Medi-Cal),Medicaid,California,ACL reconstruction,29888,VERIFIED (state Medicaid doc),California Medicaid,https://www.dhcs.ca.gov/formsandpubs/publications/Documents/Medi-Cal_PDFs/Manual_of_Criteria.pdf,Manual of Criteria for Medi-Cal Authorization,"August 5, 2004 (last rev. April 15, 2004)","Fresh fractures of the femoral neck in the older age group, senile, or patients otherwise judged not appropriate for internal fixation","Section 5.1.3 MUSCULOSKELETAL contains TAR medical-necessity criteria for Hip Arthroplasty (quote above is a hip arthroplasty indication), Lumbar Disc Surgery, Meniscectomy, and Recurrent Shoulder Dislocation Surgery. Old (2004) but still the DHCS-po"
Blue Shield of California,Blue Shield Promise (Medi-Cal),Medicaid,California,Lumbar fusion,22612,VERIFIED (state Medicaid doc),California Medicaid,https://www.dhcs.ca.gov/formsandpubs/publications/Documents/Medi-Cal_PDFs/Manual_of_Criteria.pdf,Manual of Criteria for Medi-Cal Authorization,"August 5, 2004 (last rev. April 15, 2004)","Fresh fractures of the femoral neck in the older age group, senile, or patients otherwise judged not appropriate for internal fixation","Section 5.1.3 MUSCULOSKELETAL contains TAR medical-necessity criteria for Hip Arthroplasty (quote above is a hip arthroplasty indication), Lumbar Disc Surgery, Meniscectomy, and Recurrent Shoulder Dislocation Surgery. Old (2004) but still the DHCS-po"
Blue Shield of California,Blue Shield Promise (Medi-Cal),Medicaid,California,Cervical fusion / ACDF,22551,VERIFIED (state Medicaid doc),California Medicaid,https://www.dhcs.ca.gov/formsandpubs/publications/Documents/Medi-Cal_PDFs/Manual_of_Criteria.pdf,Manual of Criteria for Medi-Cal Authorization,"August 5, 2004 (last rev. April 15, 2004)","Fresh fractures of the femoral neck in the older age group, senile, or patients otherwise judged not appropriate for internal fixation","Section 5.1.3 MUSCULOSKELETAL contains TAR medical-necessity criteria for Hip Arthroplasty (quote above is a hip arthroplasty indication), Lumbar Disc Surgery, Meniscectomy, and Recurrent Shoulder Dislocation Surgery. Old (2004) but still the DHCS-po"
Blue Shield of California,Blue Shield Promise (Medi-Cal),Medicaid,California,Total ankle arthroplasty,27702,VERIFIED (state Medicaid doc),California Medicaid,https://www.dhcs.ca.gov/formsandpubs/publications/Documents/Medi-Cal_PDFs/Manual_of_Criteria.pdf,Manual of Criteria for Medi-Cal Authorization,"August 5, 2004 (last rev. April 15, 2004)","Fresh fractures of the femoral neck in the older age group, senile, or patients otherwise judged not appropriate for internal fixation","Section 5.1.3 MUSCULOSKELETAL contains TAR medical-necessity criteria for Hip Arthroplasty (quote above is a hip arthroplasty indication), Lumbar Disc Surgery, Meniscectomy, and Recurrent Shoulder Dislocation Surgery. Old (2004) but still the DHCS-po"
Blue Shield of California,Blue Shield Promise (Medi-Cal),Medicaid,California,Bunionectomy / hallux valgus,28296,VERIFIED (state Medicaid doc),California Medicaid,https://www.dhcs.ca.gov/formsandpubs/publications/Documents/Medi-Cal_PDFs/Manual_of_Criteria.pdf,Manual of Criteria for Medi-Cal Authorization,"August 5, 2004 (last rev. April 15, 2004)","Fresh fractures of the femoral neck in the older age group, senile, or patients otherwise judged not appropriate for internal fixation","Section 5.1.3 MUSCULOSKELETAL contains TAR medical-necessity criteria for Hip Arthroplasty (quote above is a hip arthroplasty indication), Lumbar Disc Surgery, Meniscectomy, and Recurrent Shoulder Dislocation Surgery. Old (2004) but still the DHCS-po"
